LCD,LCD_km,Euc_Dist,Start_X,Start_Y,Season_end,Otter,Age_Start,Sex,Ageglass,SexN,Territorial,Start_date,End_date,Days,Age_end,,,Reloc_Order_start,Reloc_Order_end,Long.Zone,Season_start,Start,,End_Windowbegin,,End_Windowend,
1049,1.049,1026,551160.67,6310963.42,1,26,8,M,2,2,T,8/4/2012,8/25/2013,386,9,,13:07:00,7,16,8,m,8/4/2012,10:52:00,6/5/2013,17:32:00,10/3/2013,17:32:00
849,0.849,988,551144.71,6310900.21,1,26,8,M,2,2,T,8/7/2012,8/25/2013,383,9,,13:07:00,8,16,8,m,8/7/2012,16:19:00,6/8/2013,22:59:00,10/6/2013,22:59:00
3414,3.414,2236,553118.14,6311987.13,1,26,8,M,2,2,T,8/30/2012,8/25/2013,360,9,,13:07:00,11,16,8,m,8/30/2012,4:15:00,7/1/2013,10:55:00,10/29/2013,10:55:00
883,0.883,954,550921.28,6310510.5,1,26,8,M,2,2,T,7/25/2012,8/25/2013,396,9,,13:07:00,4,16,8,m,7/25/2012,17:05:00,5/26/2013,23:45:00,9/23/2013,23:45:00
849,0.849,958,551096.25,6310807.55,1,26,8,M,2,2,T,8/2/2012,8/25/2013,388,9,,13:07:00,6,16,8,m,8/2/2012,15:18:00,6/3/2013,21:58:00,10/1/2013,21:58:00
966,0.966,1056,551266.5,6311075.83,1,26,8,M,2,2,T,9/6/2012,8/25/2013,353,9,,13:07:00,15,16,8,m,9/6/2012,10:09:00,7/8/2013,16:49:00,11/5/2013,15:49:00
849,0.849,958,551096.25,6310807.55,1,26,8,M,2,2,T,8/2/2012,8/25/2013,388,9,,13:07:00,6,16,8,m,8/2/2012,15:18:00,6/3/2013,21:58:00,10/1/2013,21:58:00
766,0.766,884,551125.06,6310726.41,1,26,8,M,2,2,T,7/26/2012,8/25/2013,395,9,,13:07:00,5,16,8,m,7/26/2012,15:57:00,5/27/2013,22:37:00,9/24/2013,22:37:00
883,0.883,954,550921.28,6310510.5,1,26,8,M,2,2,T,7/25/2012,8/25/2013,396,9,,13:07:00,4,16,8,m,7/25/2012,17:05:00,5/26/2013,23:45:00,9/23/2013,23:45:00
1049,1.049,1139,551058.05,6311024.5,1,26,8,M,2,2,T,7/23/2012,8/25/2013,398,9,,13:07:00,3,16,8,m,7/23/2012,17:35:00,5/25/2013,0:15:00,9/22/2013,0:15:00
849,0.849,988,551144.71,6310900.21,1,26,8,M,2,2,T,8/7/2012,8/25/2013,383,9,,13:07:00,8,16,8,m,8/7/2012,16:19:00,6/8/2013,22:59:00,10/6/2013,22:59:00
683,0.683,659,551700.65,6310877.14,1,26,7,M,2,2,T,5/29/2011,7/23/2012,421,8,,17:35:00,2,3,8,m,5/29/2011,15:41:00,3/29/2012,22:21:00,7/27/2012,22:21:00
3414,3.414,2236,553118.14,6311987.13,1,26,8,M,2,2,T,8/30/2012,8/25/2013,360,9,,13:07:00,11,16,8,m,8/30/2012,4:15:00,7/1/2013,10:55:00,10/29/2013,10:55:00
1049,1.049,1091,551104.88,6311001.47,1,26,8,M,2,2,T,9/2/2012,8/25/2013,357,9,,13:07:00,13,16,8,m,9/2/2012,19:09:00,7/5/2013,1:49:00,11/2/2013,1:49:00
21887,21.887,19012,557246.48,6310914.29,1,28,4,F,2,1,F,8/6/2012,9/9/2013,399,5,,14:19:00,30,51,8,f,8/6/2012,18:07:00,6/8/2013,0:47:00,10/6/2013,0:47:00
63541,63.541,45507,557215.36,6311234.26,1,28,4,F,2,1,F,7/16/2012,7/25/2013,374,5,,18:20:00,25,49,8,f,7/16/2012,12:19:00,5/17/2013,18:59:00,9/14/2013,18:59:00
50225,50.225,35180,551863.46,6310660.52,2,28,4,F,2,1,F,1/14/2012,11/17/2012,308,5,,12:15:00,9,41,8,f,1/14/2012,12:44:00,11/14/2012,19:24:00,3/14/2013,20:24:00
30182,30.182,20191,558746.67,6308688.58,2,28,4,F,2,1,F,8/28/2012,10/17/2013,415,6,,14:17:00,32,53,8,f,8/28/2012,10:31:00,6/29/2013,17:11:00,10/27/2013,17:11:00
65324,65.324,44188,559221.44,6308936.22,1,28,4,F,2,1,F,9/14/2012,7/25/2013,314,5,,18:20:00,37,49,8,f,9/14/2012,12:32:00,7/16/2013,19:12:00,11/13/2013,18:12:00
7371,7.371,6000,545730.51,6311624.98,1,28,4,F,2,1,F,5/18/2012,5/11/2013,358,5,,9:23:00,17,48,8,f,5/18/2012,20:02:00,3/20/2013,2:42:00,7/18/2013,2:42:00
12942,12.942,10469,551266.45,6310996.45,1,28,4,F,2,1,F,5/22/2012,5/11/2013,354,5,,9:23:00,21,48,8,f,5/22/2012,14:20:00,3/23/2013,21:00:00,7/21/2013,21:00:00
3757,3.757,3327,556613.43,6313011.74,1,28,3,F,1,1,F,7/8/2011,7/15/2012,373,4,,9:35:00,3,24,8,f,7/8/2011,12:40:00,5/8/2012,19:20:00,9/5/2012,19:20:00
1766,1.766,1688,557013.97,6312633.91,1,28,3,F,1,1,F,8/1/2011,7/24/2012,358,4,,15:47:00,4,28,8,f,8/1/2011,16:50:00,6/1/2012,23:30:00,9/29/2012,23:30:00
13010,13.01,10656,551684.54,6310293.59,1,28,4,F,2,1,F,5/21/2012,5/11/2013,355,5,,9:23:00,20,48,8,f,5/21/2012,16:23:00,3/22/2013,23:03:00,7/20/2013,23:03:00
50607,50.607,41534,546085.72,6311129.39,2,28,4,F,2,1,F,4/28/2012,3/16/2013,322,5,,12:28:00,13,46,8,f,4/28/2012,15:23:00,2/27/2013,21:03:00,6/27/2013,22:03:00
1910,1.91,1631,556474.73,6312967.66,1,28,3,F,1,1,F,8/31/2011,8/7/2012,342,4,,9:36:00,6,31,8,f,8/31/2011,16:03:00,7/1/2012,22:43:00,10/29/2012,22:43:00
7703,7.703,6573,553805.47,6313023.64,1,28,4,F,2,1,F,10/6/2011,8/28/2012,327,4,,10:31:00,7,32,8,f,10/6/2011,12:23:00,8/6/2012,19:03:00,12/4/2012,18:03:00
22154,22.154,18720,558168.07,6308633.8,2,28,4,F,2,1,F,9/17/2012,11/11/2013,420,6,,13:29:00,38,54,8,f,9/17/2012,8:04:00,7/19/2013,14:44:00,11/16/2013,13:44:00
63223,63.223,45440,556717.53,6311354.69,1,28,4,F,2,1,F,8/7/2012,7/25/2013,352,5,,18:20:00,31,49,8,f,8/7/2012,9:36:00,6/8/2013,16:16:00,10/6/2013,16:16:00
15423,15.423,6029,553340.52,6313498.35,1,29,8,M,2,2,T,7/12/2012,7/30/2013,383,9,,14:29:00,23,62,8,m,7/12/2012,9:17:00,5/13/2013,15:57:00,9/10/2013,15:57:00
33627,33.627,30699,578756.87,6296210.31,2,29,8,M,2,2,T,11/12/2011,10/26/2012,349,9,,2:39:00,8,50,8,m,11/12/2011,14:40:00,9/12/2012,22:20:00,1/10/2013,21:20:00
5683,5.683,5652,562549.8,6306859.39,2,29,8,M,2,2,T,1/14/2012,1/28/2013,380,9,,12:11:00,10,52,8,m,1/14/2012,12:33:00,11/14/2012,19:13:00,3/14/2013,20:13:00
1531,1.531,685,553081.39,6313312.35,1,29,8,M,2,2,T,8/31/2012,8/15/2013,349,9,,12:01:00,36,64,8,m,8/31/2012,9:34:00,7/2/2013,16:14:00,10/30/2013,16:14:00
17071,17.071,15684,553090.37,6313185.21,2,29,8,M,2,2,T,4/16/2012,2/20/2013,310,9,,12:16:00,14,53,8,m,4/16/2012,12:01:00,2/15/2013,17:41:00,6/15/2013,18:41:00
15771,15.771,6375,553033.3,6313339.01,1,29,9,M,2,2,T,9/25/2012,7/30/2013,308,9,,14:29:00,47,62,8,m,9/25/2012,12:53:00,7/27/2013,19:33:00,11/24/2013,18:33:00
15939,15.939,14599,553589.98,6313249.41,3,29,8,M,2,2,T,5/1/2012,4/16/2013,350,9,,16:01:00,18,56,8,m,5/1/2012,13:33:00,3/2/2013,19:13:00,6/30/2013,20:13:00
1131,1.131,526,553265.86,6313657.82,1,29,7,M,2,2,T,5/26/2011,7/23/2012,424,8,,11:33:00,1,29,8,m,5/26/2011,13:44:00,3/26/2012,20:24:00,7/24/2012,20:24:00
4123,4.123,3363,553161.84,6313403.55,1,29,8,M,2,2,T,7/22/2012,8/30/2013,404,9,,19:21:00,28,69,8,m,7/22/2012,18:10:00,5/24/2013,0:50:00,9/21/2013,0:50:00
18257,18.257,16103,553700.03,6314108.83,2,29,8,M,2,2,T,3/29/2012,2/20/2013,328,9,,12:16:00,13,53,8,m,3/29/2012,12:07:00,1/28/2013,17:47:00,5/28/2013,18:47:00
15771,15.771,6453,552897.72,6313440.59,1,29,8,M,2,2,T,8/30/2012,7/30/2013,334,9,,14:29:00,35,62,8,m,8/30/2012,8:54:00,7/1/2013,15:34:00,10/29/2013,15:34:00
15423,15.423,6115,553248.37,6313489.82,1,29,8,M,2,2,T,8/28/2012,7/30/2013,336,9,,14:29:00,34,62,8,m,8/28/2012,17:01:00,6/29/2013,23:41:00,10/27/2013,23:41:00
18422,18.422,16104,553475.2,6313963.99,2,29,8,M,2,2,T,2/4/2012,2/20/2013,382,9,,12:16:00,11,53,8,m,2/4/2012,12:22:00,12/5/2012,19:02:00,4/4/2013,20:02:00
400,0.4,291,553194.29,6313620.07,2,29,9,M,2,2,T,10/6/2012,12/5/2013,425,10,,11:19:00,48,75,8,m,10/6/2012,22:31:00,8/8/2013,5:11:00,12/6/2013,4:11:00
3081,3.081,2045,553898.69,6312922.42,2,29,8,M,2,2,T,12/20/2011,10/26/2012,311,9,,2:39:00,9,50,8,m,12/20/2011,14:30:00,10/20/2012,22:10:00,2/17/2013,21:10:00
29825,29.825,13802,563899.64,6306434.33,1,30,6,M,2,2,NT,9/25/2012,8/15/2013,324,6,,9:15:00,25,36,8,m,9/25/2012,13:21:00,7/27/2013,20:01:00,11/24/2013,19:01:00
15057,15.057,13440,553265.86,6313657.82,1,30,4,M,2,2,NT,5/26/2011,5/21/2012,361,5,,12:00:00,1,16,8,m,5/26/2011,15:30:00,3/26/2012,22:10:00,7/24/2012,22:10:00
10491,10.491,9785,562419.71,6299585.75,1,30,5,M,2,2,NT,10/19/2011,8/31/2012,317,5,,18:19:00,6,21,8,m,10/19/2011,11:46:00,8/19/2012,18:26:00,12/17/2012,17:26:00
30391,30.391,14243,564378.43,6306104.7,1,30,5,M,2,2,NT,8/31/2012,8/15/2013,349,6,,9:15:00,20,36,8,m,8/31/2012,16:09:00,7/2/2013,22:49:00,10/30/2013,22:49:00
43399,43.399,36732,576915.83,6286768.75,2,30,5,M,2,2,NT,2/4/2012,2/20/2013,382,6,,12:17:00,8,30,8,m,2/4/2012,12:53:00,12/5/2012,19:33:00,4/4/2013,20:33:00
13628,13.628,11490,553265.86,6313657.82,1,30,4,M,2,2,NT,5/26/2011,5/16/2012,356,5,,15:41:00,1,14,8,m,5/26/2011,15:30:00,3/26/2012,22:10:00,7/24/2012,22:10:00
31453,31.453,12495,563540.36,6306035.28,2,30,5,M,2,2,NT,1/14/2012,11/17/2012,308,6,,12:17:00,7,28,8,m,1/14/2012,12:32:00,11/14/2012,19:12:00,3/14/2013,20:12:00
14748,14.748,13691,562868.99,6304053.86,1,30,5,M,2,2,NT,4/27/2012,5/28/2013,396,6,,18:07:00,12,34,8,m,4/27/2012,15:30:00,2/26/2013,21:10:00,6/26/2013,22:10:00
17228,17.228,16205,562419.71,6299585.75,2,30,5,M,2,2,NT,10/19/2011,12/13/2012,421,6,,12:12:00,6,29,8,m,10/19/2011,11:46:00,8/19/2012,18:26:00,12/17/2012,17:26:00
29253,29.253,12270,562457.28,6304341.69,1,30,5,M,2,2,NT,8/7/2012,8/15/2013,373,6,,9:15:00,19,36,8,m,8/7/2012,10:58:00,6/8/2013,17:38:00,10/6/2013,17:38:00
31839,31.839,12399,551794.16,6303753.56,2,30,4,M,2,2,NT,8/19/2011,9/25/2012,403,6,,13:21:00,2,25,8,m,8/19/2011,10:21:00,6/19/2012,17:01:00,10/17/2012,17:01:00
14617,14.617,13725,562774.13,6304159.19,3,30,5,M,2,2,NT,5/21/2012,4/11/2013,325,6,,12:08:00,16,32,8,m,5/21/2012,12:00:00,3/22/2013,18:40:00,7/20/2013,18:40:00
29825,29.825,13802,563899.64,6306434.33,1,30,6,M,2,2,NT,9/25/2012,8/15/2013,324,6,,9:15:00,25,36,8,m,9/25/2012,13:21:00,7/27/2013,20:01:00,11/24/2013,19:01:00
138747,138.747,28213,525102.3,6321239.42,1,30,5,M,2,2,NT,3/30/2012,5/28/2013,424,6,,18:07:00,10,34,8,m,3/30/2012,10:35:00,1/29/2013,16:15:00,5/29/2013,17:15:00
14899,14.899,13801,563390.95,6304621.31,1,30,5,M,2,2,NT,7/14/2012,5/28/2013,318,6,,18:07:00,17,34,8,m,7/14/2012,16:35:00,5/15/2013,23:15:00,9/12/2013,23:15:00
25162,25.162,22668,568525.14,6300118.96,3,31,3,M,1,2,NT,2/16/2012,4/16/2013,425,4,,15:41:00,10,39,8,m,2/16/2012,12:56:00,12/17/2012,19:36:00,4/16/2013,20:36:00
8802,8.802,8686,562913.14,6304432.38,1,31,3,M,1,2,NT,6/16/2012,7/25/2013,404,4,,16:21:00,18,44,8,m,6/16/2012,11:17:00,4/17/2013,17:57:00,8/15/2013,17:57:00
1531,1.531,579,553674.87,6313971.13,1,31,3,M,1,2,NT,4/30/2012,5/19/2013,384,3,,15:41:00,13,41,8,m,4/30/2012,13:05:00,3/1/2013,18:45:00,6/29/2013,19:45:00
2814,2.814,2583,559542.03,6311877.58,1,31,3,M,1,2,NT,8/28/2012,7/25/2013,331,4,,16:21:00,28,44,8,m,8/28/2012,16:11:00,6/29/2013,22:51:00,10/27/2013,22:51:00
15988,15.988,13984,563250.67,6303888.18,1,31,3,M,1,2,NT,5/21/2012,5/25/2013,369,3,,5:03:00,17,42,8,m,5/21/2012,10:45:00,3/22/2013,17:25:00,7/20/2013,17:25:00
35785,35.785,20710,561398.42,6301364.46,2,31,3,M,1,2,NT,10/6/2011,10/25/2012,385,4,,13:53:00,5,34,8,m,10/6/2011,10:00:00,8/6/2012,16:40:00,12/4/2012,15:40:00
10305,10.305,9535,562249.18,6304072.16,1,31,3,M,1,2,NT,7/15/2012,5/28/2013,317,4,,14:59:00,21,43,8,m,7/15/2012,9:54:00,5/16/2013,16:34:00,9/13/2013,16:34:00
6111,6.111,5729,562381.49,6308607.44,1,31,3,M,1,2,NT,7/16/2012,7/25/2013,374,4,,16:21:00,22,44,8,m,7/16/2012,16:07:00,5/17/2013,22:47:00,9/14/2013,22:47:00
4937,4.937,2959,555267.72,6313213.94,1,31,3,M,1,2,NT,8/31/2012,7/25/2013,328,4,,16:21:00,29,44,8,m,8/31/2012,9:44:00,7/2/2013,16:24:00,10/30/2013,16:24:00
15739,15.739,13603,563322.58,6304523.86,1,31,3,M,1,2,NT,7/14/2012,5/25/2013,315,3,,5:03:00,20,42,8,m,7/14/2012,16:37:00,5/15/2013,23:17:00,9/12/2013,23:17:00
13794,13.794,11580,562112.79,6306224.83,1,31,3,M,1,2,NT,5/16/2012,5/19/2013,368,3,,15:41:00,15,41,8,m,5/16/2012,15:42:00,3/17/2013,22:22:00,7/15/2013,22:22:00
3640,3.64,2356,553064.06,6313921.09,2,31,3,M,1,2,NT,4/24/2012,3/15/2013,325,4,,8:36:00,12,38,8,m,4/24/2012,12:41:00,2/23/2013,18:21:00,6/23/2013,19:21:00
5847,5.847,3080,554188.59,6313304.38,2,31,3,M,1,2,NT,3/29/2012,2/20/2013,328,4,,12:18:00,11,37,8,m,3/29/2012,12:09:00,1/28/2013,17:49:00,5/28/2013,18:49:00
1750,1.75,1448,556415.95,6312153.71,1,31,3,M,1,2,NT,7/13/2012,5/28/2013,319,4,,14:59:00,19,43,8,m,7/13/2012,14:31:00,5/14/2013,21:11:00,9/11/2013,21:11:00
800,0.8,772,541589.23,6299066.3,1,31,3,M,1,2,NT,11/12/2011,9/17/2012,310,3,,8:53:00,7,32,8,m,11/12/2011,14:50:00,9/12/2012,22:30:00,1/10/2013,21:30:00
